Address:,USB0::0x0957::0x17BC::MY60101365::0::INSTR,,Time (s),Time@Edge(1)
,,,2023-05-18 20:37:09.151,5.0579E-08
,,,2023-05-18 20:37:09.794,4.8889E-08
,,,2023-05-18 20:37:10.431,4.976E-08
,,,2023-05-18 20:37:11.071,4.9131E-08
,,,2023-05-18 20:37:11.710,5.0782E-08
,,,2023-05-18 20:37:12.349,4.9623E-08
,,,2023-05-18 20:37:12.993,5.1378E-08
,,,2023-05-18 20:37:13.629,4.8571E-08
,,,2023-05-18 20:37:14.267,4.7403E-08
,,,2023-05-18 20:37:14.906,5.2699E-08
,,,2023-05-18 20:37:15.548,4.8083E-08
,,,2023-05-18 20:37:16.185,5.2341E-08
,,,2023-05-18 20:37:16.825,5.1071E-08
,,,2023-05-18 20:37:17.464,4.9255E-08
,,,2023-05-18 20:37:18.105,5.0192E-08
,,,2023-05-18 20:37:18.739,5.1109E-08
,,,2023-05-18 20:37:19.373,4.9431E-08
,,,2023-05-18 20:37:20.008,5.1035E-08
,,,2023-05-18 20:37:20.663,4.9874E-08
,,,2023-05-18 20:37:21.296,4.9633E-08
,,,2023-05-18 20:37:21.929,4.9053E-08
,,,2023-05-18 20:37:22.570,5.0867E-08
,,,2023-05-18 20:37:23.211,5.1741E-08
,,,2023-05-18 20:37:23.850,4.9993E-08
,,,2023-05-18 20:37:24.490,5.1008E-08
,,,2023-05-18 20:37:25.125,5.0864E-08
,,,2023-05-18 20:37:25.765,4.9808E-08
,,,2023-05-18 20:37:26.409,4.9345E-08
,,,2023-05-18 20:37:27.048,5.0461E-08
,,,2023-05-18 20:37:27.693,5.1095E-08
,,,2023-05-18 20:37:28.338,5.0466E-08
,,,2023-05-18 20:37:28.969,4.9283E-08
,,,2023-05-18 20:37:29.608,4.8037E-08
,,,2023-05-18 20:37:30.255,4.8261E-08
,,,2023-05-18 20:37:30.893,4.8846E-08
,,,2023-05-18 20:37:31.538,4.9517E-08
,,,2023-05-18 20:37:32.177,4.961E-08
,,,2023-05-18 20:37:32.818,5.0546E-08
,,,2023-05-18 20:37:33.456,4.8976E-08
,,,2023-05-18 20:37:34.101,4.9844E-08
,,,2023-05-18 20:37:34.736,4.9028E-08
,,,2023-05-18 20:37:35.366,4.8384E-08
,,,2023-05-18 20:37:35.999,4.9261E-08
,,,2023-05-18 20:37:36.637,5.0258E-08
,,,2023-05-18 20:37:37.262,5.0965E-08
,,,2023-05-18 20:37:37.906,5.169E-08
,,,2023-05-18 20:37:38.551,4.8901E-08
,,,2023-05-18 20:37:39.187,5.115E-08
,,,2023-05-18 20:37:39.821,4.9474E-08
,,,2023-05-18 20:37:40.460,5.1115E-08
,,,2023-05-18 20:37:41.092,5.0247E-08
,,,2023-05-18 20:37:41.732,4.9601E-08
,,,2023-05-18 20:37:42.375,4.9548E-08
,,,2023-05-18 20:37:43.018,4.9938E-08
,,,2023-05-18 20:37:43.654,4.9724E-08
,,,2023-05-18 20:37:44.296,5.169E-08
,,,2023-05-18 20:37:44.936,4.7938E-08
,,,2023-05-18 20:37:45.573,4.787E-08
,,,2023-05-18 20:37:46.217,4.9841E-08
,,,2023-05-18 20:37:46.856,4.8223E-08
,,,2023-05-18 20:37:47.497,5.0504E-08
,,,2023-05-18 20:37:48.134,4.9266E-08
,,,2023-05-18 20:37:48.771,4.9247E-08
,,,2023-05-18 20:37:49.407,4.854E-08
,,,2023-05-18 20:37:50.045,4.9666E-08
,,,2023-05-18 20:37:50.686,5.0092E-08
,,,2023-05-18 20:37:51.326,5.1401E-08
,,,2023-05-18 20:37:51.960,5.0821E-08
,,,2023-05-18 20:37:52.601,5.1737E-08
,,,2023-05-18 20:37:53.238,4.8809E-08
,,,2023-05-18 20:37:53.880,5.0059E-08
,,,2023-05-18 20:37:54.515,4.9274E-08
,,,2023-05-18 20:37:55.155,5.051E-08
,,,2023-05-18 20:37:55.792,4.8969E-08
,,,2023-05-18 20:37:56.434,4.9619E-08
,,,2023-05-18 20:37:57.071,4.8816E-08
,,,2023-05-18 20:37:57.710,5.1498E-08
,,,2023-05-18 20:37:58.350,5.2324E-08
,,,2023-05-18 20:37:58.991,4.8991E-08
,,,2023-05-18 20:37:59.632,5.1707E-08
,,,2023-05-18 20:38:00.268,4.8282E-08
,,,2023-05-18 20:38:00.907,4.8698E-08
,,,2023-05-18 20:38:01.547,4.9607E-08
,,,2023-05-18 20:38:02.186,5.2001E-08
,,,2023-05-18 20:38:02.829,4.8256E-08
,,,2023-05-18 20:38:03.472,4.9335E-08
,,,2023-05-18 20:38:04.115,5.0475E-08
,,,2023-05-18 20:38:04.753,4.8711E-08
,,,2023-05-18 20:38:05.390,4.9677E-08
,,,2023-05-18 20:38:06.032,5.0446E-08
,,,2023-05-18 20:38:06.670,4.8011E-08
,,,2023-05-18 20:38:07.314,4.8555E-08
,,,2023-05-18 20:38:07.947,4.8643E-08
,,,2023-05-18 20:38:08.586,4.7642E-08
,,,2023-05-18 20:38:09.226,5.2497E-08
,,,2023-05-18 20:38:09.864,4.9856E-08
,,,2023-05-18 20:38:10.498,5.049E-08
,,,2023-05-18 20:38:11.137,5.05E-08
,,,2023-05-18 20:38:11.779,5.0999E-08
,,,2023-05-18 20:38:12.415,5.0247E-08
,,,2023-05-18 20:38:13.052,5.0256E-08
,,,2023-05-18 20:38:13.693,5.0251E-08
,,,2023-05-18 20:38:14.333,5.0397E-08
,,,2023-05-18 20:38:14.972,5.1555E-08
,,,2023-05-18 20:38:15.614,4.9896E-08
,,,2023-05-18 20:38:16.253,5.2668E-08
,,,2023-05-18 20:38:16.889,4.7739E-08
,,,2023-05-18 20:38:17.529,4.9597E-08
,,,2023-05-18 20:38:18.171,4.9112E-08
,,,2023-05-18 20:38:18.802,4.8081E-08
,,,2023-05-18 20:38:19.441,5.0489E-08
,,,2023-05-18 20:38:20.081,5.1627E-08
,,,2023-05-18 20:38:20.710,4.9659E-08
,,,2023-05-18 20:38:21.354,4.893E-08
,,,2023-05-18 20:38:21.993,4.8913E-08
,,,2023-05-18 20:38:22.639,5.1103E-08
,,,2023-05-18 20:38:23.280,4.9969E-08
,,,2023-05-18 20:38:23.921,4.8525E-08
,,,2023-05-18 20:38:24.557,4.9313E-08
,,,2023-05-18 20:38:25.188,5.0198E-08
,,,2023-05-18 20:38:25.823,5.0767E-08
,,,2023-05-18 20:38:26.465,4.8575E-08
,,,2023-05-18 20:38:27.106,5.1191E-08
,,,2023-05-18 20:38:27.747,4.8337E-08
,,,2023-05-18 20:38:28.385,5.2009E-08
,,,2023-05-18 20:38:29.027,4.9858E-08
,,,2023-05-18 20:38:29.664,5.047E-08
,,,2023-05-18 20:38:30.305,5.1136E-08
,,,2023-05-18 20:38:30.945,4.6094E-08
,,,2023-05-18 20:38:31.585,4.9372E-08
,,,2023-05-18 20:38:32.235,5.0645E-08
,,,2023-05-18 20:38:32.876,4.9559E-08
,,,2023-05-18 20:38:33.519,4.9883E-08
,,,2023-05-18 20:38:34.157,5.0391E-08
,,,2023-05-18 20:38:34.790,4.7665E-08
,,,2023-05-18 20:38:35.421,4.8651E-08
,,,2023-05-18 20:38:36.051,4.756E-08
,,,2023-05-18 20:38:36.686,5.2832E-08
,,,2023-05-18 20:38:37.320,5.0264E-08
,,,2023-05-18 20:38:37.966,5.1259E-08
,,,2023-05-18 20:38:38.609,5E-08
,,,2023-05-18 20:38:39.249,4.8593E-08
,,,2023-05-18 20:38:39.889,5.1807E-08
,,,2023-05-18 20:38:40.521,4.8885E-08
,,,2023-05-18 20:38:41.156,4.8839E-08
,,,2023-05-18 20:38:41.797,5.1175E-08
,,,2023-05-18 20:38:42.436,4.9251E-08
,,,2023-05-18 20:38:43.075,5.0166E-08
,,,2023-05-18 20:38:43.708,4.9623E-08
,,,2023-05-18 20:38:44.350,4.9835E-08
,,,2023-05-18 20:38:44.993,4.6998E-08
,,,2023-05-18 20:38:45.639,5.0734E-08
,,,2023-05-18 20:38:46.281,4.9545E-08
,,,2023-05-18 20:38:46.923,4.9842E-08
,,,2023-05-18 20:38:47.566,4.926E-08
,,,2023-05-18 20:38:48.206,4.9507E-08
,,,2023-05-18 20:38:48.846,4.9848E-08
,,,2023-05-18 20:38:49.488,4.9645E-08
,,,2023-05-18 20:38:50.129,4.9127E-08
,,,2023-05-18 20:38:50.770,4.9301E-08
,,,2023-05-18 20:38:51.412,4.6826E-08
,,,2023-05-18 20:38:52.048,4.9364E-08
,,,2023-05-18 20:38:52.692,4.9316E-08
,,,2023-05-18 20:38:53.331,4.877E-08
,,,2023-05-18 20:38:53.967,5.1437E-08
,,,2023-05-18 20:38:54.610,4.8465E-08
,,,2023-05-18 20:38:55.253,5.0519E-08
,,,2023-05-18 20:38:55.894,4.9844E-08
,,,2023-05-18 20:38:56.535,4.9899E-08
,,,2023-05-18 20:38:57.172,5.0635E-08
,,,2023-05-18 20:38:57.812,5.0151E-08
,,,2023-05-18 20:38:58.453,5.0157E-08
,,,2023-05-18 20:38:59.095,4.7622E-08
,,,2023-05-18 20:38:59.736,5.0257E-08
,,,2023-05-18 20:39:00.374,5.0065E-08
,,,2023-05-18 20:39:01.010,5.0508E-08
,,,2023-05-18 20:39:01.645,5.0185E-08
,,,2023-05-18 20:39:02.288,5.1129E-08
,,,2023-05-18 20:39:02.929,5.0165E-08
,,,2023-05-18 20:39:03.568,4.956E-08
,,,2023-05-18 20:39:04.207,5.0622E-08
,,,2023-05-18 20:39:04.846,4.9519E-08
,,,2023-05-18 20:39:05.484,4.7739E-08
,,,2023-05-18 20:39:06.125,4.9637E-08
,,,2023-05-18 20:39:06.768,5.0769E-08
,,,2023-05-18 20:39:07.404,4.7832E-08
,,,2023-05-18 20:39:08.044,5.1089E-08
,,,2023-05-18 20:39:08.684,4.9702E-08
,,,2023-05-18 20:39:09.322,4.9583E-08
,,,2023-05-18 20:39:09.959,5.1595E-08
,,,2023-05-18 20:39:10.599,5.0098E-08
,,,2023-05-18 20:39:11.240,4.8551E-08
,,,2023-05-18 20:39:11.877,4.8823E-08
,,,2023-05-18 20:39:12.515,4.9802E-08
,,,2023-05-18 20:39:13.155,4.931E-08
,,,2023-05-18 20:39:13.790,5.0201E-08
,,,2023-05-18 20:39:14.428,4.7975E-08
,,,2023-05-18 20:39:15.061,4.6447E-08
,,,2023-05-18 20:39:15.701,4.9627E-08
,,,2023-05-18 20:39:16.339,5.0419E-08
,,,2023-05-18 20:39:16.982,4.9544E-08
,,,2023-05-18 20:39:17.623,4.9368E-08
,,,2023-05-18 20:39:18.260,4.9053E-08
,,,2023-05-18 20:39:18.900,5.0195E-08
,,,2023-05-18 20:39:19.539,4.836E-08
,,,2023-05-18 20:39:20.168,4.8474E-08
,,,2023-05-18 20:39:20.803,4.8643E-08
,,,2023-05-18 20:39:21.440,4.902E-08
,,,2023-05-18 20:39:22.084,4.8941E-08
,,,2023-05-18 20:39:22.727,4.8616E-08
,,,2023-05-18 20:39:23.367,5.0596E-08
,,,2023-05-18 20:39:24.004,4.9651E-08
,,,2023-05-18 20:39:24.644,4.8782E-08
,,,2023-05-18 20:39:25.286,5.0056E-08
,,,2023-05-18 20:39:25.924,5.0195E-08
,,,2023-05-18 20:39:26.562,5.1924E-08
,,,2023-05-18 20:39:27.203,4.9607E-08
,,,2023-05-18 20:39:27.845,4.7407E-08
,,,2023-05-18 20:39:28.485,4.9896E-08
,,,2023-05-18 20:39:29.121,5.0599E-08
,,,2023-05-18 20:39:29.759,5.0884E-08
,,,2023-05-18 20:39:30.401,4.7963E-08
,,,2023-05-18 20:39:31.042,4.8864E-08
,,,2023-05-18 20:39:31.679,4.8469E-08
,,,2023-05-18 20:39:32.319,4.9574E-08
,,,2023-05-18 20:39:32.959,5.1075E-08
,,,2023-05-18 20:39:33.592,5.0597E-08
,,,2023-05-18 20:39:34.231,4.855E-08
,,,2023-05-18 20:39:34.867,4.965E-08
,,,2023-05-18 20:39:35.493,4.7663E-08
,,,2023-05-18 20:39:36.129,5.0882E-08
,,,2023-05-18 20:39:36.766,5.0185E-08
,,,2023-05-18 20:39:37.388,4.8481E-08
,,,2023-05-18 20:39:38.030,5.1597E-08
,,,2023-05-18 20:39:38.667,4.7944E-08
,,,2023-05-18 20:39:39.302,4.8588E-08
,,,2023-05-18 20:39:39.946,5.2693E-08
,,,2023-05-18 20:39:40.582,4.9835E-08
,,,2023-05-18 20:39:41.215,4.7198E-08
,,,2023-05-18 20:39:41.853,4.993E-08
,,,2023-05-18 20:39:42.494,5.0333E-08
,,,2023-05-18 20:39:43.131,4.9187E-08
,,,2023-05-18 20:39:43.765,5.1103E-08
,,,2023-05-18 20:39:44.405,5.0882E-08
,,,2023-05-18 20:39:45.045,5.0249E-08
,,,2023-05-18 20:39:45.680,4.8572E-08
,,,2023-05-18 20:39:46.314,5.1274E-08
,,,2023-05-18 20:39:46.957,4.8647E-08
,,,2023-05-18 20:39:47.597,4.8435E-08
,,,2023-05-18 20:39:48.234,4.8859E-08
,,,2023-05-18 20:39:48.878,5.2083E-08
,,,2023-05-18 20:39:49.518,4.9896E-08
,,,2023-05-18 20:39:50.156,5.1161E-08
,,,2023-05-18 20:39:50.790,4.9603E-08
,,,2023-05-18 20:39:51.427,5.0197E-08
,,,2023-05-18 20:39:52.068,5.0182E-08
,,,2023-05-18 20:39:52.708,4.9239E-08
,,,2023-05-18 20:39:53.347,5.0012E-08
,,,2023-05-18 20:39:53.984,4.6946E-08
,,,2023-05-18 20:39:54.624,4.9594E-08
,,,2023-05-18 20:39:55.258,5.1172E-08
,,,2023-05-18 20:39:55.900,4.9386E-08
,,,2023-05-18 20:39:56.542,4.9974E-08
,,,2023-05-18 20:39:57.179,5.2043E-08
,,,2023-05-18 20:39:57.821,4.8736E-08
,,,2023-05-18 20:39:58.458,4.9496E-08
,,,2023-05-18 20:39:59.093,4.9835E-08
,,,2023-05-18 20:39:59.733,4.9459E-08
,,,2023-05-18 20:40:00.376,4.7685E-08
,,,2023-05-18 20:40:01.013,5.1511E-08
,,,2023-05-18 20:40:01.649,4.9118E-08
,,,2023-05-18 20:40:02.284,4.9794E-08
,,,2023-05-18 20:40:02.923,5.0201E-08
,,,2023-05-18 20:40:03.563,5.0388E-08
,,,2023-05-18 20:40:04.205,5.0172E-08
,,,2023-05-18 20:40:04.850,4.798E-08
,,,2023-05-18 20:40:05.488,5.0192E-08
,,,2023-05-18 20:40:06.125,4.9255E-08
,,,2023-05-18 20:40:06.768,5.1107E-08
,,,2023-05-18 20:40:07.405,5.0489E-08
,,,2023-05-18 20:40:08.043,5.0041E-08
,,,2023-05-18 20:40:08.687,5.01E-08
,,,2023-05-18 20:40:09.322,5.064E-08
,,,2023-05-18 20:40:09.958,5.0151E-08
,,,2023-05-18 20:40:10.599,4.9446E-08
,,,2023-05-18 20:40:11.237,4.9372E-08
,,,2023-05-18 20:40:11.874,4.8629E-08
,,,2023-05-18 20:40:12.514,4.886E-08
,,,2023-05-18 20:40:13.153,5.2756E-08
,,,2023-05-18 20:40:13.786,4.7919E-08
,,,2023-05-18 20:40:14.422,4.6532E-08
,,,2023-05-18 20:40:15.062,5.0448E-08
,,,2023-05-18 20:40:15.702,5.0863E-08
,,,2023-05-18 20:40:16.346,5.1855E-08
,,,2023-05-18 20:40:16.987,5.0779E-08
,,,2023-05-18 20:40:17.623,4.8032E-08
,,,2023-05-18 20:40:18.261,4.8196E-08
,,,2023-05-18 20:40:18.898,5.0104E-08
,,,2023-05-18 20:40:19.538,5.0702E-08
,,,2023-05-18 20:40:20.177,4.7413E-08
,,,2023-05-18 20:40:20.813,5.1332E-08
,,,2023-05-18 20:40:21.450,5.1174E-08
,,,2023-05-18 20:40:22.091,4.7341E-08
,,,2023-05-18 20:40:22.734,5.0832E-08
,,,2023-05-18 20:40:23.368,4.895E-08
,,,2023-05-18 20:40:24.015,4.9763E-08
,,,2023-05-18 20:40:24.651,5.1127E-08
,,,2023-05-18 20:40:25.285,5.0208E-08
,,,2023-05-18 20:40:25.923,4.7107E-08
,,,2023-05-18 20:40:26.563,5.1674E-08
,,,2023-05-18 20:40:27.199,5.147E-08
,,,2023-05-18 20:40:27.839,5.0753E-08
,,,2023-05-18 20:40:28.480,5.0977E-08
,,,2023-05-18 20:40:29.118,4.9023E-08
,,,2023-05-18 20:40:29.756,5.0466E-08
,,,2023-05-18 20:40:30.398,4.8892E-08
,,,2023-05-18 20:40:31.037,5.153E-08
,,,2023-05-18 20:40:31.667,4.9649E-08
,,,2023-05-18 20:40:32.302,4.9225E-08
,,,2023-05-18 20:40:32.948,5.0885E-08
,,,2023-05-18 20:40:33.585,5.0687E-08
,,,2023-05-18 20:40:34.221,5.2748E-08
,,,2023-05-18 20:40:34.856,5.0203E-08
,,,2023-05-18 20:40:35.483,4.8813E-08
,,,2023-05-18 20:40:36.115,4.9561E-08
,,,2023-05-18 20:40:36.756,4.6929E-08
,,,2023-05-18 20:40:37.396,4.9831E-08
,,,2023-05-18 20:40:38.019,4.8954E-08
,,,2023-05-18 20:40:38.661,5.0089E-08
,,,2023-05-18 20:40:39.303,4.9198E-08
,,,2023-05-18 20:40:39.941,5.1031E-08
,,,2023-05-18 20:40:40.581,4.9872E-08
,,,2023-05-18 20:40:41.211,4.877E-08
,,,2023-05-18 20:40:41.848,4.8304E-08
,,,2023-05-18 20:40:42.492,4.891E-08
,,,2023-05-18 20:40:43.130,5.0516E-08
,,,2023-05-18 20:40:43.763,4.7709E-08
,,,2023-05-18 20:40:44.406,4.934E-08
,,,2023-05-18 20:40:45.043,4.98E-08
,,,2023-05-18 20:40:45.678,5.15E-08
,,,2023-05-18 20:40:46.314,5.1956E-08
,,,2023-05-18 20:40:46.953,4.8624E-08
,,,2023-05-18 20:40:47.592,4.8603E-08
,,,2023-05-18 20:40:48.224,5.0756E-08
,,,2023-05-18 20:40:48.862,4.9658E-08
,,,2023-05-18 20:40:49.500,4.9576E-08
,,,2023-05-18 20:40:50.136,5.0725E-08
,,,2023-05-18 20:40:50.773,4.9108E-08
,,,2023-05-18 20:40:51.412,5.2167E-08
,,,2023-05-18 20:40:52.047,5.0491E-08
,,,2023-05-18 20:40:52.690,4.9756E-08
,,,2023-05-18 20:40:53.329,4.9381E-08
,,,2023-05-18 20:40:53.963,4.9136E-08
,,,2023-05-18 20:40:54.608,4.8239E-08
,,,2023-05-18 20:40:55.254,4.7765E-08
,,,2023-05-18 20:40:55.891,5.1899E-08
,,,2023-05-18 20:40:56.535,5.0547E-08
,,,2023-05-18 20:40:57.173,5.119E-08
,,,2023-05-18 20:40:57.810,5.0104E-08
,,,2023-05-18 20:40:58.450,5.0444E-08
,,,2023-05-18 20:40:59.090,4.7E-08
,,,2023-05-18 20:40:59.726,4.7725E-08
,,,2023-05-18 20:41:00.371,5.0204E-08
,,,2023-05-18 20:41:01.010,5.0599E-08
,,,2023-05-18 20:41:01.648,5.0472E-08
,,,2023-05-18 20:41:02.287,5.115E-08
,,,2023-05-18 20:41:02.931,5.1238E-08
,,,2023-05-18 20:41:03.571,4.9957E-08
,,,2023-05-18 20:41:04.213,4.9965E-08
,,,2023-05-18 20:41:04.854,5.0568E-08
,,,2023-05-18 20:41:05.498,4.9681E-08
,,,2023-05-18 20:41:06.134,5.1172E-08
,,,2023-05-18 20:41:06.772,5.0443E-08
,,,2023-05-18 20:41:07.411,4.9804E-08
,,,2023-05-18 20:41:08.052,5.0337E-08
,,,2023-05-18 20:41:08.693,4.8394E-08
,,,2023-05-18 20:41:09.334,5.2359E-08
,,,2023-05-18 20:41:09.973,5.1357E-08
,,,2023-05-18 20:41:10.612,4.8994E-08
,,,2023-05-18 20:41:11.252,4.8192E-08
,,,2023-05-18 20:41:11.892,4.993E-08
,,,2023-05-18 20:41:12.534,4.9255E-08
,,,2023-05-18 20:41:13.173,4.9219E-08
,,,2023-05-18 20:41:13.807,4.9633E-08
,,,2023-05-18 20:41:14.447,5.0829E-08
,,,2023-05-18 20:41:15.085,4.9332E-08
,,,2023-05-18 20:41:15.717,5.1234E-08
,,,2023-05-18 20:41:16.359,5.1385E-08
,,,2023-05-18 20:41:17.001,5.1127E-08
,,,2023-05-18 20:41:17.636,4.9408E-08
,,,2023-05-18 20:41:18.273,5.0154E-08
,,,2023-05-18 20:41:18.914,4.8348E-08
,,,2023-05-18 20:41:19.553,5.0143E-08
,,,2023-05-18 20:41:20.191,4.9783E-08
,,,2023-05-18 20:41:20.822,4.9861E-08
,,,2023-05-18 20:41:21.462,4.8321E-08
,,,2023-05-18 20:41:22.102,4.9768E-08
,,,2023-05-18 20:41:22.740,4.939E-08
,,,2023-05-18 20:41:23.379,5.0227E-08
,,,2023-05-18 20:41:24.018,4.9604E-08
,,,2023-05-18 20:41:24.660,4.7073E-08
,,,2023-05-18 20:41:25.297,4.9742E-08
,,,2023-05-18 20:41:25.936,4.806E-08
,,,2023-05-18 20:41:26.573,4.9554E-08
,,,2023-05-18 20:41:27.212,5.1552E-08
,,,2023-05-18 20:41:27.854,5.0107E-08
,,,2023-05-18 20:41:28.492,4.9097E-08
,,,2023-05-18 20:41:29.130,5.0363E-08
,,,2023-05-18 20:41:29.768,4.9584E-08
,,,2023-05-18 20:41:30.403,4.8729E-08
,,,2023-05-18 20:41:31.046,4.9258E-08
,,,2023-05-18 20:41:31.685,5.0767E-08
,,,2023-05-18 20:41:32.325,4.8358E-08
,,,2023-05-18 20:41:32.965,5.089E-08
,,,2023-05-18 20:41:33.601,4.8386E-08
,,,2023-05-18 20:41:34.239,4.766E-08
,,,2023-05-18 20:41:34.874,4.7732E-08
,,,2023-05-18 20:41:35.524,5.0944E-08
,,,2023-05-18 20:41:36.153,4.8921E-08
,,,2023-05-18 20:41:36.793,4.9045E-08
,,,2023-05-18 20:41:37.426,5.2403E-08
,,,2023-05-18 20:41:38.048,5.0622E-08
,,,2023-05-18 20:41:38.690,4.9534E-08
,,,2023-05-18 20:41:39.326,4.9604E-08
,,,2023-05-18 20:41:39.967,5.1006E-08
,,,2023-05-18 20:41:40.608,4.9493E-08
,,,2023-05-18 20:41:41.243,5.0464E-08
,,,2023-05-18 20:41:41.879,4.9803E-08
,,,2023-05-18 20:41:42.519,5.1157E-08
,,,2023-05-18 20:41:43.156,4.9188E-08
,,,2023-05-18 20:41:43.795,5.0328E-08
,,,2023-05-18 20:41:44.438,5.0182E-08
,,,2023-05-18 20:41:45.075,4.8108E-08
,,,2023-05-18 20:41:45.712,5.0303E-08
,,,2023-05-18 20:41:46.347,5.0368E-08
,,,2023-05-18 20:41:46.984,5.1779E-08
,,,2023-05-18 20:41:47.623,4.7285E-08
,,,2023-05-18 20:41:48.262,5.1588E-08
,,,2023-05-18 20:41:48.897,5.0499E-08
,,,2023-05-18 20:41:49.540,5.0124E-08
,,,2023-05-18 20:41:50.182,4.7344E-08
,,,2023-05-18 20:41:50.820,5.1713E-08
,,,2023-05-18 20:41:51.466,4.9416E-08
,,,2023-05-18 20:41:52.102,4.9297E-08
,,,2023-05-18 20:41:52.743,4.9517E-08
,,,2023-05-18 20:41:53.382,4.9337E-08
,,,2023-05-18 20:41:54.018,5.1576E-08
,,,2023-05-18 20:41:54.656,4.8039E-08
,,,2023-05-18 20:41:55.301,5.046E-08
,,,2023-05-18 20:41:55.944,4.8342E-08
,,,2023-05-18 20:41:56.583,4.7576E-08
,,,2023-05-18 20:41:57.223,4.7051E-08
,,,2023-05-18 20:41:57.864,5.0222E-08
,,,2023-05-18 20:41:58.512,5.0193E-08
,,,2023-05-18 20:41:59.153,5.0208E-08
,,,2023-05-18 20:41:59.798,5.0962E-08
,,,2023-05-18 20:42:00.438,4.9194E-08
,,,2023-05-18 20:42:01.073,4.9885E-08
,,,2023-05-18 20:42:01.710,4.8224E-08
,,,2023-05-18 20:42:02.355,4.957E-08
,,,2023-05-18 20:42:02.991,4.8812E-08
,,,2023-05-18 20:42:03.634,4.9059E-08
,,,2023-05-18 20:42:04.276,4.6861E-08
,,,2023-05-18 20:42:04.915,5.0544E-08
,,,2023-05-18 20:42:05.557,4.8831E-08
,,,2023-05-18 20:42:06.201,5.0526E-08
,,,2023-05-18 20:42:06.835,4.965E-08
,,,2023-05-18 20:42:07.478,5.0561E-08
,,,2023-05-18 20:42:08.115,5.0286E-08
,,,2023-05-18 20:42:08.751,5.0785E-08
,,,2023-05-18 20:42:09.392,4.8696E-08
,,,2023-05-18 20:42:10.032,4.9306E-08
,,,2023-05-18 20:42:10.676,4.9161E-08
,,,2023-05-18 20:42:11.317,5.0844E-08
,,,2023-05-18 20:42:11.955,4.9706E-08
,,,2023-05-18 20:42:12.597,4.9633E-08
,,,2023-05-18 20:42:13.233,5.0151E-08
,,,2023-05-18 20:42:13.867,4.8695E-08
,,,2023-05-18 20:42:14.512,5.0323E-08
,,,2023-05-18 20:42:15.150,5.0328E-08
,,,2023-05-18 20:42:15.795,4.823E-08
,,,2023-05-18 20:42:16.431,4.9819E-08
,,,2023-05-18 20:42:17.073,4.9288E-08
,,,2023-05-18 20:42:17.710,4.7305E-08
,,,2023-05-18 20:42:18.350,5.0842E-08
,,,2023-05-18 20:42:18.984,4.9688E-08
,,,2023-05-18 20:42:19.629,4.8434E-08
,,,2023-05-18 20:42:20.267,5.1775E-08
,,,2023-05-18 20:42:20.898,4.9963E-08
,,,2023-05-18 20:42:21.537,4.8422E-08
,,,2023-05-18 20:42:22.179,4.9327E-08
,,,2023-05-18 20:42:22.818,4.8644E-08
,,,2023-05-18 20:42:23.454,4.8696E-08
,,,2023-05-18 20:42:24.094,5.0725E-08
,,,2023-05-18 20:42:24.730,5.1311E-08
,,,2023-05-18 20:42:25.369,4.8021E-08
,,,2023-05-18 20:42:26.004,4.939E-08
,,,2023-05-18 20:42:26.644,5.2497E-08
,,,2023-05-18 20:42:27.290,4.9171E-08
,,,2023-05-18 20:42:27.926,5.1556E-08
,,,2023-05-18 20:42:28.566,4.9902E-08
,,,2023-05-18 20:42:29.207,5.0773E-08
,,,2023-05-18 20:42:29.845,5.0165E-08
,,,2023-05-18 20:42:30.483,5.0499E-08
,,,2023-05-18 20:42:31.123,5.1498E-08
,,,2023-05-18 20:42:31.762,5.0682E-08
,,,2023-05-18 20:42:32.408,4.9738E-08
,,,2023-05-18 20:42:33.042,4.7921E-08
,,,2023-05-18 20:42:33.683,5.0773E-08
,,,2023-05-18 20:42:34.320,5.012E-08
,,,2023-05-18 20:42:34.949,5.2014E-08
,,,2023-05-18 20:42:35.580,4.8624E-08
,,,2023-05-18 20:42:36.210,4.9196E-08
,,,2023-05-18 20:42:36.846,4.9139E-08
,,,2023-05-18 20:42:37.491,4.93E-08
,,,2023-05-18 20:42:38.128,5.1881E-08
,,,2023-05-18 20:42:38.767,4.7969E-08
,,,2023-05-18 20:42:39.407,4.9869E-08
,,,2023-05-18 20:42:40.045,5.1036E-08
,,,2023-05-18 20:42:40.679,5.111E-08
,,,2023-05-18 20:42:41.323,5.0652E-08
,,,2023-05-18 20:42:41.960,5.048E-08
,,,2023-05-18 20:42:42.595,4.7713E-08
,,,2023-05-18 20:42:43.239,5.2073E-08
,,,2023-05-18 20:42:43.875,4.8606E-08
,,,2023-05-18 20:42:44.519,5.1476E-08
,,,2023-05-18 20:42:45.158,4.7075E-08
,,,2023-05-18 20:42:45.801,4.8398E-08
,,,2023-05-18 20:42:46.440,4.7662E-08
,,,2023-05-18 20:42:47.085,5.1015E-08
,,,2023-05-18 20:42:47.723,5.0096E-08
,,,2023-05-18 20:42:48.359,4.8982E-08
,,,2023-05-18 20:42:48.998,5.1435E-08
,,,2023-05-18 20:42:49.676,4.9286E-08
,,,2023-05-18 20:42:50.314,4.7537E-08
,,,2023-05-18 20:42:50.953,4.919E-08
,,,2023-05-18 20:42:51.591,4.9E-08
,,,2023-05-18 20:42:52.233,5.0244E-08
